337 5470
258 253 718
250 167 968
74 216 7
184 65 908
206 239 96
144 255 509
25 25 410
34 269 153
181 130 121
140 76 55
91 190 565
314 149 822
283 91 634
66 113 892
57 132 665
185 216 74
144 323 916
163 333 343
32 218 837
105 274 609
17 50 856
191 278 25
331 96 427
73 155 209
90 126 278
288 262 992
107 16 954
286 301 541
7 213 771
278 8 571
327 7 179
283 297 189
112 203 1015
227 140 994
284 74 110
268 115 114
111 209 548
286 86 80
140 45 528
193 272 307
189 228 976
146 252 760
233 79 699
166 234 130
268 6 143
190 310 854
232 94 359
85 176 575
327 93 775
79 10 373
115 274 71
28 45 170
199 152 224
301 21 48
253 279 376
10 278 392
266 117 212
194 305 73
150 294 779
226 280 428
321 242 393
68 74 22
83 11 150
206 32 241
68 197 68
211 222 349
282 211 152
221 198 392
128 270 38
62 253 117
173 150 43
211 191 263
325 21 71
81 333 510
131 47 831
26 257 497
268 328 952
58 98 938
259 87 369
300 36 809
119 15 302
133 151 273
23 196 1002
322 231 677
223 256 744
226 126 392
130 177 933
6 283 1000
315 64 602
302 147 61
252 52 104
260 213 621
169 273 651
135 33 246
107 151 251
311 81 680
172 198 77
144 317 68
40 199 827
182 58 115
125 199 14
136 236 80
109 249 896
123 38 513
216 5 584
143 178 614
11 132 107
100 102 683
187 324 891
4 132 302
37 66 453
226 311 644
71 301 758
73 85 385
213 9 63
308 31 609
201 300 650
146 147 790
169 266 270
217 288 615
200 1 816
259 122 88
153 264 841
278 15 997
74 167 829
294 189 171
29 17 393
173 214 296
120 247 955
52 115 877
244 291 644
325 222 497
111 179 298
230 230 363
154 195 365
252 139 889
190 117 412
30 71 393
237 108 515
207 213 369
221 235 271
308 241 494
93 172 735
128 323 880
67 149 257
11 130 655
167 33 622
29 205 963
16 281 81
264 336 891
153 307 180
210 159 234
273 191 36
319 205 650
175 233 924
213 250 817
151 228 68
138 52 115
296 151 277
142 325 31
17 116 452
154 52 1001
152 12 599
166 266 266
185 262 820
297 240 173
305 232 815
4 118 31
230 90 258
100 216 855
268 238 921
172 36 834
5 40 862
217 18 200
76 211 458
21 244 514
253 41 970
322 188 494
253 127 117
248 35 229
176 55 975
184 322 786
241 76 911
204 184 960
40 309 128
212 50 343
292 20 367
24 157 386
140 93 878
48 83 136
178 293 841
83 333 213
117 91 736
2 21 900
170 108 932
165 11 783
27 291 915
1 266 876
20 60 124
121 312 486
24 317 242
78 67 203
191 298 553
170 198 779
242 278 37
231 27 889
225 206 866
67 320 468
238 249 344
233 272 444
170 33 837
267 190 798
157 159 740
95 127 878
288 105 12
13 31 84
284 130 688
27 209 565
96 244 743
66 15 171
279 155 1015
183 322 319
11 95 182
329 305 636
72 60 519
127 1 998
71 333 411
337 310 881
284 64 809
49 158 478
109 317 655
309 169 461
14 69 88
62 51 687
144 71 406
29 297 369
324 29 359
255 320 283
100 225 445
289 232 776
224 30 364
54 273 785
269 151 213
111 66 236
320 63 933
83 140 257
61 103 666
13 93 456
238 212 752
110 104 419
52 285 184
303 250 190
228 334 186
64 36 680
90 44 860
36 200 349
305 251 51
48 194 25
42 80 752
61 284 846
156 320 116
143 193 411
81 287 342
32 291 107
242 326 641
272 214 401
185 57 19
26 300 682
79 62 67
210 10 511
194 87 348
314 17 762
59 72 242
253 171 237
225 32 479
81 290 922
109 134 717
109 122 691
137 183 670
56 191 272
86 219 418
93 172 192
122 206 104
97 67 691
286 86 318
166 291 486
144 122 911
33 162 124
170 273 557
128 332 407
34 151 39
289 83 341
266 297 975
185 294 158
37 16 484
91 42 184
264 45 912
81 15 551
72 94 161
326 178 885
249 23 507
51 247 616
62 291 1006
221 254 137
37 216 595
44 324 195
295 242 23
323 35 318
154 265 899
245 38 442
121 74 758
168 9 603
216 17 106
154 155 52
232 205 189
15 285 611
329 10 61
130 197 519
26 15 562
184 101 638
6 17 608
240 305 346
324 57 56
314 252 126
262 81 551
137 280 193
326 52 885
169 284 699
317 195 756
74 217 966
243 113 740
254 250 163
259 157 845
238 43 485
39 216 684
133 14 658
177 132 987
54 96 911
155 266 549
212 53 907
196 290 583
47 269 600
3 328 824
142 114 319
277 283 896
159 92 54
144 110 54
265 5 238
285 195 929
28 336 923
58 283 49
222 66 455
306 75 71
193 96 674
293 46 964
201 194 257
13 118 798
38 236 913
160 147 991
117 240 304
82 127 271
108 286 418
320 209 416
280 265 121
218 179 107
223 250 708
188 116 499
15 86 304
118 19 8
283 203 817
196 99 981
72 321 835
186 190 979
127 276 768
300 53 827
177 250 802
188 279 15
314 79 503
90 2 178
85 254 336
186 157 974
193 68 447
65 195 628
257 255 762
188 71 202
14 190 437
2 263 72
127 162 5
7 168 569
266 36 711
24 207 25
190 109 826
281 256 661
107 303 823
69 217 988
274 128 945
62 155 12
246 249 948
233 124 241
105 185 330
53 181 735
337 82 373
90 179 254
26 185 125
76 197 354
244 199 567
235 79 236
57 278 159
336 139 71
39 137 218
6 133 770
151 219 231
166 40 67
228 325 866
269 302 972
207 102 334
248 208 97
313 317 849
251 126 979
322 322 568
109 113 849
287 35 910
253 150 875
151 307 849
115 33 187
270 309 364
173 244 886
13 149 869
276 284 278
265 87 701
58 91 145
98 136 631
89 142 12
274 252 980
27 81 487
322 277 816
134 60 270
178 231 772
60 168 367
210 272 338
39 39 179
181 325 256
9 141 501
141 78 654
228 336 854
180 210 428
75 241 985
271 14 93
220 54 997
311 7 240
112 212 1
241 219 750
175 70 796
31 199 258
43 193 292
24 163 291
104 59 121
7 297 136
56 293 378
136 86 827
276 10 452
111 14 623
45 4 654
257 101 14
314 210 891
288 141 785
147 281 391
298 132 898
37 99 789
86 193 108
104 266 503
293 331 697
126 14 224
55 292 53
170 104 66
194 120 275
294 143 406
206 326 479
89 239 20
36 160 940
260 194 395
66 106 945
88 46 335
285 200 439
184 170 966
166 269 312
268 205 869
147 274 169
299 297 941
200 54 827
211 208 722
72 18 495
62 195 772
335 145 111
21 264 906
261 275 807
199 36 628
214 61 568
25 90 712
54 307 222
313 85 876
231 264 459
181 192 558
102 215 979
18 315 791
156 88 900
108 207 953
158 252 303
193 176 415
280 314 86
337 1 324
265 318 926
157 67 854
93 4 237
127 96 853
255 2 294
254 78 432
259 83 995
103 123 256
106 104 593
254 268 427
16 160 823
75 52 778
19 259 416
298 299 775
200 166 937
119 105 270
240 280 440
93 308 786
117 139 347
55 53 271
148 98 707
74 178 98
335 173 415
19 114 502
86 296 410
16 55 189
263 93 590
94 73 147
74 139 544
230 280 1003
299 124 948
125 131 611
235 315 81
178 163 798
171 288 160
98 291 891
72 224 803
66 96 117
218 297 266
276 161 516
128 263 23
95 47 130
2 206 455
319 202 580
177 238 606
243 216 406
253 241 667
5 188 220
265 208 787
218 326 138
233 180 203
120 13 764
276 272 640
304 267 666
251 251 946
199 98 726
191 275 107
326 202 837
212 147 418
239 130 1021
51 120 825
154 70 356
87 323 432
15 64 646
186 91 736
140 283 339
249 212 436
195 297 169
194 117 812
190 76 417
192 284 14
200 246 937
312 200 671
120 83 998
258 293 26
145 75 195
169 92 815
41 134 645
28 139 101
109 248 508
325 202 442
69 205 565
209 326 419
115 282 182
81 135 797
203 269 697
227 282 983
219 18 641
55 217 291
199 130 8
116 234 142
156 112 570
130 187 821
61 159 685
321 243 929
333 225 180
248 56 729
47 43 571
280 193 492
132 36 486
48 313 282
208 238 909
256 292 153
50 116 147
24 150 905
148 208 186
173 160 639
48 326 73
9 204 878
172 304 282
24 330 705
147 8 236
254 300 562
41 115 434
123 158 678
238 284 774
239 284 811
33 24 10
45 258 723
292 243 161
158 140 478
101 283 373
16 241 482
37 309 839
10 258 148
138 283 56
327 294 729
153 285 145
274 331 426
253 195 850
266 265 986
172 243 397
36 49 999
131 163 141
91 165 198
288 289 809
183 269 324
97 328 689
211 182 296
83 151 659
105 114 808
134 310 668
195 213 181
303 218 88
255 12 913
52 206 848
102 92 61
117 304 10
113 60 574
44 265 32
238 14 386
270 193 24
122 255 621
5 310 291
185 129 447
146 285 942
205 110 932
91 140 952
272 104 241
13 254 314
141 232 144
291 135 316
262 35 518
214 294 46
191 180 753
303 309 176
176 317 867
144 294 110
288 14 14
59 113 383
258 18 418
138 147 1020
286 228 684
27 291 517
320 76 902
51 194 699
112 68 267
122 121 605
38 188 81
106 282 60
147 222 653
141 299 629
180 27 381
250 95 348
59 331 897
57 234 240
336 307 74
327 210 561
263 18 367
49 59 66
75 31 548
72 110 737
114 289 25
312 170 878
74 263 599
30 50 265
153 26 744
75 225 835
301 176 711
135 136 335
108 87 892
181 173 693
85 218 852
133 91 869
268 336 197
202 308 280
274 12 761
28 141 419
43 159 394
141 177 784
3 69 137
202 22 92
235 141 925
79 221 128
313 316 994
275 107 54
310 76 748
291 222 528
251 313 638
103 98 232
120 210 262
319 153 348
62 83 743
156 228 665
262 271 897
69 34 818
189 335 698
26 47 290
62 34 126
126 248 645
166 131 693
260 225 11
283 87 526
260 40 123
304 305 200
63 197 86
258 316 209
125 35 859
107 248 100
146 165 336
258 80 760
109 202 868
188 171 260
213 129 358
144 193 506
206 51 879
273 140 203
55 194 935
276 279 806
317 129 867
257 202 734
60 227 246
7 184 814
189 268 895
114 289 454
317 38 595
258 161 290
128 1 746
257 221 310
129 193 200
187 190 648
46 297 602
57 208 203
265 149 913
31 180 915
221 250 320
90 273 74
17 154 155
30 293 740
70 216 1021
8 326 635
157 264 30
44 87 13
200 306 235
45 290 808
81 207 506
330 242 588
121 89 578
27 251 170
162 39 798
308 51 936
40 298 28
64 52 650
255 70 681
318 143 857
119 331 689
267 79 470
201 276 750
316 15 16
241 56 407
53 244 14
243 156 882
321 65 576
227 295 721
270 208 317
96 35 565
41 136 902
7 131 531
131 123 213
41 200 125
12 154 426
211 98 216
186 138 528
28 39 116
241 110 989
3 43 78
191 198 774
161 121 523
74 232 946
127 289 771
274 136 247
213 3 581
148 92 39
284 74 566
132 112
