6
298 928
325 683 1
442 188 34
1027 880 82
286 1016 72
923 440 6
910 1064 32
143 293 51
416 53 80
338 38 67
195 610 35
598 879 79
1027 46 46
78 229 13
494 1043 41
455 866 9
403 291 41
1066 14 78
481 385 43
286 1016 40
65 1013 78
429 454 9
728 148 1
39 916 7
806 237 64
689 409 27
351 848 12
676 11 77
494 901 26
78 1038 8
819 542 6
182 234 55
286 544 52
624 436 20
702 589 22
1066 836 20
195 430 8
975 885 50
741 185 56
468 949 37
130 374 80
169 1056 37
754 891 80
403 1056 22
754 885 73
325 448 2
247 848 66
377 97 78
182 1026 8
585 228 34
156 331 54
130 366 41
1027 843 19
793 1039 47
884 699 48
182 588 21
455 694 20
507 185 14
455 132 78
702 743 4
455 390 38
663 566 55
1 474 56
247 294 79
780 457 40
676 292 37
988 555 70
559 34 48
728 810 74
26 496 33
676 952 27
728 889 63
182 453 6
442 355 60
286 663 46
897 793 79
819 961 20
416 799 12
949 487 71
741 252 68
559 981 11
481 1019 56
351 697 36
793 1016 24
273 1071 18
663 828 73
819 758 48
182 492 26
676 1066 50
923 460 52
1040 265 68
845 43 11
858 1047 51
416 124 39
234 555 72
182 988 75
299 93 59
351 925 66
208 736 8
585 1029 75
741 147 25
429 462 11
299 386 23
676 267 14
819 498 18
624 66 78
767 712 39
169 499 18
351 437 68
533 428 59
78 446 16
598 95 45
286 186 49
26 120 9
988 535 35
1066 785 76
78 89 18
416 638 31
923 579 13
676 120 51
598 461 42
715 1006 39
533 528 70
559 249 65
1001 24 8
364 1008 2
1040 221 33
104 1038 16
637 43 38
1053 935 26
650 422 76
637 854 51
104 651 40
247 111 59
728 100 14
598 642 1
806 691 56
130 943 21
572 259 45
442 614 8
1066 234 71
65 412 73
390 370 50
390 912 52
611 399 44
676 317 36
975 938 38
377 880 23
715 606 19
208 633 56
962 266 82
962 978 45
533 870 54
429 562 25
143 631 72
273 471 39
364 812 79
728 959 74
832 159 35
364 1057 76
507 872 29
390 820 48
819 187 50
104 738 70
923 488 41
234 30 29
1053 52 77
962 416 7
312 358 63
143 767 42
273 36 14
273 101 19
780 712 81
403 478 9
273 833 19
962 119 34
884 648 26
754 757 47
832 762 53
247 889 43
819 1009 53
715 233 66
429 341 2
663 686 10
104 317 37
1053 762 51
468 1000 56
494 358 19
247 902 24
1014 895 74
156 950 17
390 621 75
637 251 23
143 960 35
104 870 78
351 562 47
169 986 16
494 1043 80
572 47 40
364 759 56
845 695 79
624 769 16
741 649 16
533 374 52
637 771 42
234 366 71
741 565 21
1066 569 56
793 588 48
26 611 77
962 185 3
65 513 54
182 481 18
1066 505 57
429 381 11
871 607 62
455 646 79
26 822 22
91 392 23
455 751 5
468 319 64
416 848 37
832 454 76
663 689 70
585 816 58
377 112 30
585 691 19
1 49 57
793 530 33
585 466 81
715 289 78
650 72 54
26 4 44
481 308 13
234 880 76
325 802 81
1027 804 66
1014 526 74
130 206 55
104 674 19
1014 299 37
598 866 75
988 713 17
1066 1027 21
351 228 69
494 371 73
637 832 44
247 168 38
494 116 47
390 1061 1
767 580 43
377 768 43
273 1067 5
65 967 10
1 173 24
663 852 68
832 457 46
273 496 65
169 877 8
884 991 4
936 361 63
507 641 23
962 567 38
897 928 19
702 735 32
650 603 40
299 1035 12
156 274 16
1040 987 38
390 1033 60
949 710 61
780 620 36
754 832 36
455 397 69
416 208 51
468 768 41
455 529 55
923 438 26
338 12 50
195 305 58
286 1014 55
468 519 12
338 163 18
637 66 24
728 415 67
364 524 22
507 251 14
104 421 12
871 786 59
1027 715 72
949 831 25
663 362 10
325 260 72
364 866 38
169 378 18
78 80 57
156 390 52
338 411 80
702 448 1
923 92 29
494 853 17
702 3 64
286 1007 6
637 162 56
455 410 66
611 690 9
364 302 38
949 480 61
481 345 1
312 389 9
117 1017 71
767 18 50
819 575 75
598 809 52
169 245 76
338 573 11
1001 78 55
767 347 28
741 442 6
832 494 10
689 947 26
208 109 10
845 647 78
325 644 75
845 384 56
117 865 61
403 328 47
728 280 14
676 395 81
520 573 50
923 630 75
364 570 73
143 491 63
1066 392 15
104 776 8
195 744 16
156 934 21
260 160 12
182 144 77
1027 269 31
403 272 38
871 251 17
286 275 7
832 829 38
13 977 5
247 615 58
585 488 65
325 254 19
845 879 7
650 409 76
65 814 42
624 277 34
624 673 67
143 58 79
468 198 13
481 460 73
819 509 30
507 435 29
455 122 17
221 703 26
637 607 45
715 465 46
1066 899 63
923 725 36
403 770 48
468 995 12
312 294 41
455 331 59
481 7 58
624 199 22
429 451 36
455 594 34
208 487 20
377 490 81
767 724 32
247 232 62
611 671 59
715 475 19
481 983 73
416 752 9
351 556 32
494 1018 34
286 288 56
962 337 23
923 242 8
195 947 28
481 357 24
507 988 55
1066 314 22
221 83 61
897 858 50
312 295 73
416 431 40
455 348 56
39 674 44
884 444 70
377 1017 27
1066 891 17
221 423 77
234 1057 30
975 746 4
702 636 45
1040 460 76
871 11 18
468 704 20
676 957 36
884 874 16
585 401 56
52 158 19
442 449 8
442 701 5
845 580 41
949 662 7
325 892 31
533 77 2
416 734 61
351 521 80
676 421 34
507 126 72
169 462 15
1 567 22
715 367 32
949 1042 6
247 344 19
65 836 27
468 605 32
624 598 60
260 393 72
819 1039 8
481 857 20
169 427 53
429 498 62
949 585 52
533 349 55
169 872 7
572 710 12
936 1013 38
585 235 81
741 1016 76
689 779 5
169 897 53
1027 861 35
871 654 36
1066 55 21
494 353 7
260 980 63
52 165 30
780 245 56
832 988 28
416 279 73
312 1050 30
871 690 60
949 882 56
481 113 54
871 781 34
598 306 51
390 285 57
351 138 78
572 298 57
286 70 5
598 76 12
429 733 43
559 499 38
650 421 42
1040 784 30
741 70 67
91 233 79
676 858 19
26 246 38
676 1034 49
663 827 62
351 18 50
234 491 44
546 270 68
780 43 26
949 500 13
416 562 53
455 499 11
208 17 46
260 677 4
312 243 16
351 148 25
1027 692 69
104 596 31
91 66 41
442 460 27
793 70 45
819 143 10
377 1023 76
39 504 35
845 401 57
117 831 7
234 470 63
988 514 76
585 824 7
1014 335 14
65 31 58
325 375 60
52 389 50
624 38 60
494 990 33
403 824 53
689 440 9
780 5 56
767 596 74
910 518 53
988 328 53
169 682 13
260 298 17
507 80 61
442 822 39
26 926 46
637 201 5
455 392 36
676 581 58
416 400 15
923 350 59
52 342 17
325 994 51
39 878 7
1 549 28
507 571 61
949 802 8
624 870 24
1001 339 29
195 943 8
650 642 49
533 53 25
832 840 18
559 419 34
182 12 6
572 344 71
520 993 56
637 656 8
481 999 10
923 224 2
52 684 61
481 10 81
208 350 9
715 418 25
130 489 39
858 780 74
793 808 59
91 785 37
260 738 41
962 320 50
819 990 56
923 615 78
1053 394 9
130 94 60
611 377 46
429 1005 75
754 46 75
13 559 4
949 238 73
845 690 50
702 244 2
910 760 65
39 548 12
273 178 14
598 837 11
1066 236 40
897 1014 2
598 55 71
455 859 22
962 657 8
507 403 66
39 1034 68
39 996 45
975 128 54
169 840 17
416 244 74
897 461 21
416 432 28
286 495 55
260 4 7
546 647 24
897 773 14
741 277 65
1066 457 27
1 266 48
182 348 27
767 856 3
832 243 65
390 567 61
988 734 23
442 462 68
546 576 54
364 598 66
234 1005 9
663 785 50
546 96 59
260 493 23
598 783 47
260 155 70
832 756 15
78 549 66
234 623 35
611 64 49
611 593 79
845 775 27
650 38 14
754 8 78
975 891 53
39 260 53
845 59 31
650 335 79
767 145 77
286 1042 81
312 622 59
260 977 74
1014 12 33
364 306 64
481 348 34
949 318 60
572 691 40
806 375 34
910 61 15
403 419 5
884 686 41
1040 654 9
416 100 45
910 973 79
819 696 62
910 868 70
247 981 48
936 410 28
728 53 57
481 684 71
325 161 11
520 307 61
52 1051 62
845 279 57
520 482 40
884 405 24
689 64 47
923 368 27
598 1066 13
1 810 59
221 427 71
689 607 50
182 412 2
91 211 20
923 798 20
936 353 28
598 941 82
702 163 14
273 780 59
689 256 62
689 482 7
208 376 2
26 774 50
286 227 40
182 1067 10
702 544 78
455 240 7
1053 412 14
728 1043 62
338 987 55
234 445 57
715 523 11
143 765 29
169 370 75
728 852 27
273 207 39
221 308 27
702 367 17
650 285 71
611 886 75
897 883 3
988 564 10
728 1048 1
897 915 72
273 854 28
221 946 64
845 496 59
416 824 80
195 116 5
936 846 17
65 166 15
130 828 16
260 606 20
260 57 26
676 467 35
1066 581 48
754 467 59
182 285 45
455 269 2
702 360 22
104 471 27
234 529 42
676 370 49
65 824 73
39 667 40
208 562 54
1001 962 51
741 954 11
325 82 28
637 675 80
117 990 39
910 455 18
494 881 14
988 347 24
637 898 63
962 667 67
962 894 67
715 571 79
156 601 35
507 818 79
52 500 62
52 656 30
637 945 9
806 1036 46
1 858 50
520 754 50
793 515 55
624 971 46
78 127 9
780 871 57
169 672 74
1040 378 26
468 583 81
858 648 34
1053 537 79
234 841 9
546 923 16
754 329 9
819 455 39
325 119 79
598 170 38
169 952 79
650 34 33
312 108 66
663 841 56
91 803 26
260 685 20
442 270 37
234 723 38
910 652 70
793 279 14
754 1069 39
637 701 40
130 114 32
910 226 12
325 414 67
234 466 44
403 623 25
65 973 76
845 520 1
13 568 57
403 997 73
559 383 50
91 677 3
364 99 67
91 195 21
260 216 19
273 488 65
988 384 80
221 510 13
585 987 44
1001 206 26
676 820 68
910 884 75
975 884 25
286 983 79
208 699 53
754 650 49
572 1068 8
819 1042 67
923 190 57
1040 149 2
689 598 75
468 387 49
364 1034 23
728 850 45
377 1019 69
624 262 53
884 616 48
299 880 21
819 981 40
650 270 52
793 857 54
910 467 15
689 265 42
949 41 66
351 956 1
507 624 75
494 806 61
572 257 49
702 949 32
481 333 41
117 186 22
13 194 7
624 859 49
767 78 79
1053 744 69
754 931 45
533 262 49
416 942 55
871 350 37
169 350 59
572 127 23
39 754 59
910 537 64
26 782 69
338 180 74
143 214 45
182 981 70
494 311 82
13 38 8
637 826 9
650 631 19
858 87 22
598 1055 72
637 156 71
676 901 64
169 834 13
429 619 21
988 259 50
130 1068 75
689 1054 47
481 867 51
130 621 80
377 360 6
91 484 44
117 97 30
195 788 73
325 534 6
299 148 34
338 842 62
455 179 55
182 779 71
234 324 58
403 1024 7
234 272 27
1027 453 11
910 466 14
689 578 58
754 388 72
286 455 52
1040 837 74
338 679 42
559 904 38
429 368 4
143 1008 82
52 15 73
780 98 63
533 143 54
442 1078 12
312 669 70
468 336 16
754 955 10
1014 309 32
546 602 79
624 1012 45
247 802 72
650 230 77
949 302 11
26 529 63
780 672 64
663 39 53
325 707 80
1066 740 52
182 269 53
923 724 33
832 953 22
897 641 5
1001 157 50
611 283 16
247 673 73
689 580 4
871 110 75
1066 547 77
702 951 38
845 503 5
871 37 46
416 796 70
1027 777 53
104 73 9
845 807 62
897 239 57
546 329 74
416 362 4
533 60 21
884 428 55
897 385 30
741 155 74
325 156 33
286 1049 37
1014 824 45
975 438 51
520 326 58
117 713 81
78 993 58
663 598 17
611 821 67
416 864 49
1066 168 1
949 1013 48
858 696 31
26 516 53
26 144 34
455 940 19
221 695 19
117 56 38
650 3 79
559 50 43
923 997 16
949 685 54
377 191 9
819 503 45
858 460 28
663 104 64
1053 398 14
1014 1046 47
442 982 81
442 1054 1
247 1015 36
793 114 18
364 727 58
832 1071 74
494 753 75
728 456 40
416 342 10
494 355 7
104 549 52
351 633 11
702 859 81
546 499 3
741 739 49
273 35 70
949 375 25
403 272 65
481 175 69
416 149 10
975 556 20
819 82 66
1066 305 54
910 259 57
923 262 7
1001 591 24
1040 184 17
117 155 22
39 983 35
299 800 12
26 1002 59
13 680 11
533 767 19
351 190 53
52 269 40
221 825 79
598 628 7
1053 1031 81
910 342 79
832 871 65
936 884 62
572 672 31
533 193 7
546 165 34
260 916 50
416 115 62
182 324 47
949 260 56
936 849 20
234 9 31
273 127 75
338 155 29
299 53 49
741 478 5
52 650 82
312 686 77
780 982 76
104 844 37
819 667 65
793 514 28
260 917 19
26 1014 38
1014 606 71
1001 1036 5
1001 568 48
286 1055 39
234 808 7
845 995 17
13 636 29
884 477 76
663 483 70
1066 567 82
286 109 52
624 923 9
845 472 27
39 462 51
559 248 74
793 705 76
1001 413 63
793 685 59
52 138 30
780 987 66
741 1008 60
273 27 81
819 118 43
351 285 70
1040 748 12
390 950 23
65 883 41
767 620 1
637 343 71
1053 757 16
377 757 76
403 928 2
767 712 18
832 794 24
533 241 69
169 628 19
156 886 61
377 790 36
468 775 69
429 994 1
507 685 77
1001 977 7
130 32 75
507 570 50
1053 485 43
13 708 17
195 835 33
533 652 24
663 646 58
819 326 36
182 587 11
52 482 35
260 318 17
988 842 16
650 968 11
1053 963 16
273 295 30
819 875 8
65 568 6
949 326 9
845 168 16
962 990 41
1066 671 46
338 363 60
975 830 14
286 653 47
884 588 18
91 902 1
26 830 59
559 122 81
832 174 82
299 109 18
793 585 67
1 174 25
468 661 38
260 432 28
702 745 4
507 117 73
429 667 64
1001 45 81
832 914 67
754 890 51
26 622 45
390 93 31
806 965 38
806 634 22
975 966 81
676 851 73
65 661 41
416 64 58
312 409 3
195 1067 12
663 969 68
65 800 12
78 869 79
156 433 55
598 721 17
949 618 79
117 1038 76
819 678 3
923 554 50
780 340 67
1027 686 68
949 8 29
1001 273 36
1053 654 65
871 101 70
91 903 10
923 970 44
884 441 77
897 360 64
1066 641 30
689 397 63
793 298 43
273 287 25
403 530 62
637 235 1
169 628 53
468 817 64
871 751 49
780 3 1
598 767 3
494 762 4
442 472 64
988 478 16
767 501 28
208 906 62
598 825 53
377 514 59
715 435 32
117 887 61
962 783 22
208 67 25
1040 627 19
962 76 41
416 87 9
793 207 39
715 698 23
221 293 19
533 879 78
234 14 13
624 1042 17
923 468 2
442 710 37
364 848 36
689 241 28
338 856 5
286 68 5
208 434 3
156 798 58
26 675 18
65 871 69
806 452 38
949 637 22
611 837 39
1001 1004 16
442 425 24
208 721 48
260 565 79
910 1023 24
416 895 20
507 1052 75
91 292 59
1053 688 79
169 779 43
663 158 72
624 603 46
741 713 24
26 1058 44
481 1032 48
962 991 51
234 853 30
156 394 57
585 135 80
26 281 32
572 843 45
260 949 59
221 69 6
52 763 2
806 491 38
650 404 3
793 861 22
455 938 1
1001 456 69
390 806 47
78 665 75
975 1074 37
429 3 80
299 524 9
884 26 65
429 233 27
533 911 81
169 334 49
559 467 47
312 280 67
702 944 31
962 223 22
572 340 9
637 864 33
806 116 76
78 524 3
832 798 75
286 368 37
325 1035 9
169 646 7
13 849 59
234 1005 35
689 302 22
65 15 49
312 498 33
377 855 47
845 533 41
312 221 67
936 857 12
377 314 60
702 706 30
130 600 10
390 1072 73
143 616 7
936 451 31
312 786 2
117 1006 29
728 383 42
130 574 3
286 278 4
975 811 28
117 499 37
364 1017 14
26 876 82
260 452 79
1027 675 65
585 1018 67
858 321 23
936 848 25
858 373 9
949 894 4
273 953 68
767 386 44
221 238 10
676 301 72
390 404 65
91 7 17
26 398 60
689 17 58
624 627 54
1040 509 51
234 768 79
585 659 15
650 330 30
13 921 57
65 413 9
767 784 39
481 667 81
832 233 22
156 975 42
715 544 75
117 835 77
260 208 76
832 650 21
1 374 29
1053 344 60
507 153 2
481 320 82
468 1051 35
52 744 61
377 734 44
832 626 54
754 657 67
988 148 16
364 638 12
221 122 78
13 97 66
390 280 11
988 233 73
520 787 17
884 565 51
65 916 80
377 920 44
442 597 20
936 122 40
871 374 5
1027 171 8
923 402 51
559 660 32
104 759 6
1014 647 50
611 1074 74
325 308 77
1027 39 79
182 877 30
351 869 8
650 874 44
1040 928 81
390 886 1
663 1062 1
442 550 2
455 14 43
416 213 37
676 245 39
234 110 16
624 396 49
845 438 71
793 166 7
260 795 6
78 358 75
156 1002 51
39 921 45
1066 465 45
715 291 47
1 980 2
910 686 37
520 40 41
884 708 60
78 393 12
1066 245 32
728 53 56
910 58 80
39 902 78
143 71 62
806 453 9
754 655 60
247 1046 80
962 610 7
468 922 12
572 140 7
286 1073 35
806 922 59
572 439 14
637 86 32
468 184 38
520 108 60
208 816 47
676 10 19
143 523 81
819 618 20
988 852 52
65 320 72
442 982 36
572 749 1
455 293 64
507 28 61
182 186 79
208 697 68
702 215 76
143 313 34
754 817 34
65 105 44
598 774 48
325 996 14
884 1007 67
364 958 66
364 319 1
468 77 49
507 1022 48
1027 863 75
247 416 13
26 616 33
286 529 11
299 774 12
767 395 70
689 737 45
819 246 73
468 982 50
91 458 7
247 837 24
728 32 48
819 702 75
871 491 79
741 869 10
416 125 42
182 797 5
117 348 20
494 53 60
247 185 7
949 984 82
858 1076 25
1053 743 80
455 736 17
1053 640 58
338 836 67
962 992 8
26 925 54
715 579 79
117 15 58
442 1074 73
884 58 52
975 289 52
559 94 38
286 591 62
936 837 65
169 228 64
858 296 5
78 651 34
221 487 2
689 652 11
468 392 62
624 834 65
962 727 38
975 419 52
728 524 78
208 148 18
117 260 67
832 565 47
858 548 29
663 103 71
897 780 66
754 167 64
442 158 6
130 683 5
871 547 24
247 403 81
949 884 64
637 62 60
780 365 1
871 562 57
273 15 60
910 542 25
689 1029 47
221 568 82
390 1070 52
442 225 70
13 799 62
936 53 29
520 1035 22
351 44 54
468 774 5
429 1001 1
351 798 65
481 167 82
169 510 24
117 620 36
234 8 61
1066 214 48
286 648 63
468 616 34
845 146 70
286 723 40
546 589 35
299 47 44
416 245 24
806 432 1
403 890 40
494 682 76
702 349 39
767 664 13
377 899 25
143 457 13
884 221 75
377 752 25
520 992 82
572 196 79
312 900 72
364 388 66
156 430 32
949 123 82
663 529 73
1027 377 1
325 40 13
741 444 72
338 112 59
650 933 35
533 878 54
793 1021 15
806 1031 71
377 255 44
559 944 34
936 736 71
572 336 44
819 73 55
572 702 78
663 76 28
247 28 45
663 29 4
676 108 20
234 862 11
351 1010 9
546 991 64
832 144 55
13 424 59
1 367 39
936 478 64
533 730 19
832 464 76
78 895 73
598 7 36
637 352 52
936 1064 7
728 663 6
1053 753 18
936 556 33
104 273 77
520 667 33
936 560 27
728 736 64
819 721 57
884 771 20
1053 953 78
936 355 47
403 919 25
858 590 2
169 680 15
403 920 30
741 587 11
494 46 44
286 676 40
1014 1065 2
949 785 61
923 337 80
117 230 16
624 593 3
338 665 2
182 672 64
910 272 61
676 947 79
780 378 58
429 966 45
650 593 70
1040 848 79
299 203 36
65 630 1
325 914 50
572 384 58
26 19 24
767 954 16
650 707 27
546 202 77
806 268 27
572 270 59
208 774 41
143 347 34
182 966 27
390 794 63
923 102 48
923 301 46
754 321 82
390 812 2
1027 895 16
1053 214 56
468 264 4
780 388 80
884 392 76
195 415 55
78 74 47
572 723 36
39 770 67
611 110 48
520 840 54
624 179 48
52 471 33
1066 486 20
728 730 35
273 638 41
91 440 74
546 842 7
195 181 55
936 408 51
221 926 69
494 891 40
260 776 78
468 140 4
793 82 60
780 704 10
78 280 39
585 879 51
624 570 21
819 952 2
897 645 54
663 418 15
624 371 77
52 545 37
156 910 60
949 682 44
130 62 31
1027 1008 46
637 300 41
663 1018 70
910 190 49
624 270 13
299 609 3
182 882 12
1001 774 47
884 836 36
1014 968 59
221 670 25
52 1055 21
650 1055 73
273 860 70
1066 812 9
767 911 37
546 889 4
611 959 5
442 421 14
897 202 23
663 65 40
286 453 36
624 868 49
91 425 81
156 694 69
273 810 43
806 369 62
1066 545 27
481 653 64
468 355 41
806 35 55
1066 933 11
1 667 27
442 927 68
936 98 70
260 582 35
559 20 74
1014 18 13
286 300 1
923 670 3
286 592 49
325 503 72
689 172 3
832 904 62
1040 391 16
494 292 14
936 577 50
858 1 45
715 514 73
1 425 10
858 559 51
377 101 69
819 640 49
832 439 11
611 545 77
156 75 12
299 6 21
715 716 65
975 601 1
1053 440 52
104 559 43
832 474 36
299 605 55
442 297 64
351 714 27
299 404 74
65 958 48
572 1029 80
130 316 14
234 734 19
117 552 6
338 97 37
117 229 11
78 80 19
1053 343 61
26 90 74
1014 439 64
910 347 40
351 402 33
988 948 37
234 540 16
819 1020 7
845 116 42
845 464 10
325 708 15
468 384 29
78 392 4
351 862 81
156 12 69
793 301 45
260 232 72
468 242 21
247 3 69
754 690 64
1066 326 69
1014 466 65
299 911 76
494 699 38
455 995 26
689 26 77
195 161 53
403 423 50
1040 243 61
533 416 64
1014 72 28
988 199 35
936 684 14
65 576 18
572 371 40
299 850 51
273 236 27
364 49 82
962 332 34
351 600 7
117 549 5
884 82 12
715 56 56
1014 951 53
208 248 70
741 658 71
598 973 30
897 119 58
325 190 48
468 776 79
1014 331 73
130 577 45
663 985 21
923 146 19
858 690 42
403 1011 16
286 22 5
247 228 61
52 435 10
208 527 48
754 790 44
169 228 35
13 296 46
364 219 3
806 575 22
1 131 31
689 965 60
845 45 26
169 833 28
455 1065 36
65 610 31
455 584 56
130 336 13
91 401 18
169 1061 69
611 796 38
299 530 71
988 547 61
884 369 39
65 800 23
520 14 63
741 689 76
910 188 74
923 144 13
390 60 5
312 498 72
1 696 14
26 723 27
650 69 61
390 995 32
988 387 19
156 279 4
221 509 49
923 658 49
585 273 77
897 109 63
962 509 43
1066 400 77
715 702 46
559 605 59
520 938 35
845 1051 32
650 903 72
221 941 11
689 314 62
416 711 3
390 257 17
793 13 67
221 337 41
962 83 75
143 461 53
312 348 70
26 807 15
91 346 22
637 1008 40
598 412 38
481 412 4
780 1049 54
234 525 23
871 803 26
65 7 52
52 550 39
325 963 68
403 710 55
390 159 64
676 1008 64
689 588 50
936 82 18
390 63 58
299 528 54
377 142 21
169 205 72
65 745 56
975 1009 66
897 918 44
546 363 77
702 95 8
429 799 6
234 431 22
845 554 16
520 261 63
624 887 72
221 1035 29
403 106 55
26 1024 9
910 114 40
442 805 44
832 168 28
416 489 11
377 20 3
806 1030 66
663 469 2
1053 47 35
182 708 50
845 601 36
104 910 55
1066 307 77
572 1066 63
312 679 12
403 535 33
481 1006 34
559 823 78
1040 50 45
1066 476 58
26 73 26
325 875 27
273 594 52
247 304 81
481 593 58
1053 858 52
507 259 49
351 761 50
494 475 1
1053 914 34
13 162 80
663 806 81
546 886 38
221 62 48
468 795 9
143 224 29
689 538 63
403 936 52
910 1078 79
624 158 10
975 847 43
13 311 4
1053 231 62
117 322 14
468 508 7
286 311 9
1 156 81
273 213 12
143 812 68
260 216 20
689 459 4
702 578 57
325 48 13
793 172 2
364 559 24
1027 288 20
1001 396 64
663 357 80
403 638 25
975 916 39
455 547 51
780 612 6
130 969 60
481 307 42
624 124 7
650 97 6
559 421 46
338 814 57
793 756 1
39 621 16
702 465 3
871 595 48
364 739 76
546 998 15
1 575 59
312 742 27
325 731 4
26 655 17
260 681 3
351 345 81
195 166 40
403 571 79
39 897 59
195 352 9
39 1008 23
494 354 40
819 818 69
338 405 78
689 735 1
481 1007 8
234 370 11
858 335 29
39 989 10
104 713 11
637 798 1
650 766 37
286 93 45
676 847 68
689 1063 80
728 225 49
481 830 7
1066 86 42
650 20 17
91 995 12
1001 840 67
572 176 28
598 673 9
702 145 64
195 564 82
598 158 22
637 911 46
754 186 10
884 238 44
39 501 3
494 242 43
455 216 76
169 859 79
546 910 6
910 371 56
598 727 61
364 51 70
260 880 54
1040 194 50
221 949 21
819 487 12
169 6 77
325 460 23
533 956 5
1 579 56
234 904 46
65 1031 58
780 460 59
338 15 17
884 213 33
832 1028 8
195 653 24
767 616 61
637 1040 65
494 92 68
273 897 72
728 113 53
338 1029 67
741 618 13
1001 860 75
143 629 41
884 435 70
1027 852 62
65 559 16
390 931 16
286 818 71
130 368 40
806 955 16
702 933 28
26 230 47
572 199 56
663 486 30
286 403 5
832 6 77
1014 802 18
143 629 82
884 1058 53
598 638 65
897 894 7
767 578 80
1040 946 9
741 10 51
390 391 10
676 231 29
962 977 12
754 679 4
715 560 16
104 830 18
507 100 60
117 237 31
299 541 25
936 949 6
871 406 10
962 542 8
156 226 17
416 1006 6
637 810 59
468 943 28
1 790 3
689 876 42
130 41 31
507 190 48
780 717 21
377 630 55
182 923 51
143 263 56
429 685 14
390 207 60
1001 270 64
676 39 32
416 3 71
195 972 66
780 302 54
585 183 76
663 110 61
507 957 35
1053 507 28
1027 913 22
988 205 13
559 820 20
195 828 76
65 468 70
663 900 26
299 1008 24
273 588 11
962 933 49
507 810 19
52 642 16
260 458 68
221 1024 52
104 777 81
52 739 60
78 918 70
949 292 47
182 316 27
1014 878 28
416 205 75
572 611 66
325 978 79
91 949 60
325 188 34
130 156 5
520 356 16
390 476 22
156 593 55
884 785 33
221 736 17
728 946 55
351 575 54
676 207 79
520 86 68
936 266 77
533 1058 64
351 531 71
169 364 33
962 795 28
767 95 61
117 544 11
1027 693 67
663 66 63
195 737 80
702 529 59
897 376 35
1001 1021 70
806 279 35
1040 10 72
78 637 1
494 45 42
585 872 39
897 244 61
416 630 61
455 730 63
156 506 27
988 885 4
676 493 47
338 53 34
273 711 9
806 519 3
338 82 9
195 40 79
494 981 61
949 467 26
793 757 79
741 898 74
871 1006 40
923 456 8
845 1011 11
988 12 2
299 263 15
338 862 48
1040 1024 9
26 725 56
637 869 15
247 1059 8
650 172 9
1053 607 66
767 905 67
676 63 22
234 696 28
351 760 2
858 58 21
156 978 27
975 920 10
858 846 44
819 53 15
572 597 30
559 1033 16
247 22 62
416 388 25
624 341 76
169 838 16
416 139 33
143 647 5
364 777 68
364 819 66
65 527 76
637 649 8
325 608 11
533 961 11
390 470 58
312 209 5
910 341 78
156 160 71
546 955 60
208 550 5
312 363 51
741 562 26
390 440 26
819 727 26
416 342 74
468 695 18
624 452 41
338 299 14
1066 266 22
78 617 14
234 619 19
390 23 1
949 886 22
65 926 35
650 304 4
377 527 51
962 936 39
494 149 21
715 658 4
949 829 25
52 1062 50
884 299 31
806 352 39
13 662 47
468 46 25
520 200 34
429 261 26
676 125 30
468 718 14
39 313 9
364 899 34
533 420 31
793 639 60
858 632 82
1053 199 16
1 423 67
39 27 58
975 142 5
585 1077 1
871 289 69
559 827 70
988 271 41
741 956 46
26 319 76
819 764 57
364 917 20
312 649 10
520 915 6
910 320 26
156 487 47
156 1010 31
247 892 4
507 290 44
13 1019 54
520 95 61
273 140 79
871 653 66
988 211 28
767 627 26
13 404 64
507 624 48
728 985 60
546 56 39
481 312 3
949 823 64
65 28 57
1040 438 65
507 279 77
507 811 11
416 422 51
819 776 29
247 319 9
1001 471 28
1040 793 34
208 790 40
1053 70 56
234 308 52
455 959 15
65 447 78
403 778 63
975 1018 58
858 464 32
1027 41 19
533 500 27
741 368 8
910 914 21
988 528 57
520 428 41
832 9 40
1 27 7
468 634 10
858 476 46
884 317 58
1066 602 79
26 802 20
858 615 26
143 53 37
52 344 56
949 305 79
897 886 32
221 335 28
741 1027 8
65 201 21
728 501 16
780 542 24
442 701 46
13 459 25
78 559 46
767 512 26
858 169 66
312 362 15
988 895 62
546 870 38
533 662 68
533 154 3
234 698 15
715 703 5
572 973 33
910 1044 16
962 998 31
260 436 72
403 178 32
156 993 12
520 587 72
819 208 79
117 808 12
585 51 4
637 646 13
754 244 73
897 109 12
65 211 34
130 853 14
442 116 15
793 537 9
1040 57 61
689 979 69
988 832 18
273 177 9
208 807 7
260 828 81
858 993 42
494 500 20
689 332 67
507 547 14
429 742 13
1066 434 5
351 885 21
273 208 73
416 726 20
351 336 46
117 767 71
1053 379 69
78 275 63
104 1044 12
1027 261 62
299 364 39
793 177 5
624 972 15
546 547 50
624 849 39
715 216 54
637 983 35
637 849 9
845 968 70
52 594 55
455 302 67
52 689 25
676 24 67
65 7 4
676 938 46
715 846 13
39 35 13
52 884 56
975 78 69
143 512 32
429 710 7
403 52 57
819 750 24
559 973 11
923 925 56
520 403 9
897 1017 78
520 1001 82
169 54 2
247 735 11
468 779 16
195 880 81
585 534 8
754 519 4
507 990 9
325 74 31
806 596 24
962 307 8
611 542 10
988 45 67
195 488 31
442 406 56
728 369 12
104 539 73
403 135 16
481 494 52
403 55 8
637 851 76
